Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Computer, electronic and optical products",Units,339.8072723,293.9596492,288.071201,358.115416,292.9163966,266.5195002,333.5035455,352.1418882,345.0486418,298.7835443,243.4458793,228.519707,172.0467652,169.0899811,175.7810667,163.6275881,118.8302145,84.23660415,69.50529049,90.84811513,79.536893,104.7682462,99.08587937,105.7101657
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Construction,Units,549.5565632,512.5088355,525.4824968,580.5171195,566.8993835,609.4708331,683.8778595,650.7828738,537.9543214,432.428377,384.3989536,357.8193397,320.9323261,279.4922957,273.9549956,256.537424,195.4069031,173.2121039,170.4978833,166.0955104,183.5306738,196.7955038,192.1029286,179.5809315
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Education,Units,125.7729163,113.6890488,119.7106148,140.5416225,143.1308474,156.0159573,176.8995572,187.3264263,168.3088194,146.9241376,129.025095,109.4262447,91.2992429,96.36526874,91.23207196,83.60336619,67.87037528,59.44425206,60.33932813,58.00069144,60.38626265,77.58323981,65.5132156,66.30477993
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Electrical equipment,Units,613.1274052,487.8548224,540.439238,636.1812956,597.2665692,585.1147243,685.9056302,634.8195105,563.398892,449.1025505,367.9292107,368.7162664,253.149735,228.2011586,222.3926301,212.9168008,166.4341749,141.9793131,132.9089944,149.2159187,152.8443458,156.5102319,155.2373814,165.1731256
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Electricity, gas, steam and air conditioning supply",Units,13693.06446,13269.2189,12423.99614,15015.19387,16028.23107,15044.42718,16732.12936,17690.2331,13862.01548,11087.9906,10274.66872,10564.93556,9350.182509,7183.570874,8475.46949,6362.172995,4822.800453,4379.566239,4101.670966,4246.987445,5176.880063,5188.789539,4887.466271,4474.167412
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fabricated metal products,Units,872.9185946,744.2504297,731.6535151,838.3026214,923.7379271,917.3003062,1045.261848,901.598602,795.4980555,625.115952,533.020706,496.8473388,383.4439051,343.8680866,352.0084583,314.007372,266.9405154,237.2572652,227.9662931,253.1928585,266.3675798,262.4516833,284.0901577,296.0224186
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Financial and insurance activities,Units,83.13271341,81.15103147,82.87114158,98.46762273,104.1605379,116.0392714,130.1389274,146.864888,141.0333433,122.9965638,109.7330958,93.38926687,78.27174769,71.62182223,70.67547265,69.97575593,49.93247575,44.15130575,49.55355349,45.9511338,51.27430033,62.66570011,56.04186313,51.42243724
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Fishing and aquaculture,Units,136.2602123,157.5381269,181.7174829,163.8447443,159.1249463,141.668383,105.0835303,202.5704204,214.6723838,412.8247245,377.9028042,348.4518991,292.6081582,340.0170956,349.5632274,349.3077407,251.3248973,191.3045226,212.9791434,250.6002024,257.2258267,270.8605557,299.9914708,334.7557208
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Food products, beverages and tobacco",Units,465.1517025,449.1358779,443.7962051,488.1821678,506.1659309,527.649278,547.1746498,566.1166286,525.3591444,458.7234072,410.6387028,398.3542975,329.9940089,328.4112569,308.7466901,297.0519152,239.7903439,214.3808644,233.8789151,224.7768846,251.1609947,302.201049,275.9569054,284.7013757
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Human health and social work activities,Units,185.4977272,175.3575242,197.0802978,205.3731798,188.4409286,222.2135471,241.2160111,262.4299568,210.784436,192.2288566,146.596818,121.614001,96.74555643,103.1080565,90.74683159,79.10771084,60.79960173,54.09126171,57.59692302,53.89303371,58.87685681,72.51223748,64.27236402,64.167659
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",IT and other information services,Units,139.1017309,129.22797,133.3514895,157.8721967,152.7266346,155.5839964,168.0659679,166.2077346,152.5447203,143.3882514,130.1893821,100.1082909,90.3639056,91.26331436,85.49021245,88.30002759,65.59458222,57.45037011,60.39204955,58.76239916,66.34873671,76.64412097,68.58618558,72.84636021
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Land transport and transport via pipelines,Units,925.4740232,856.6803486,882.310909,1018.159443,1036.254228,1182.576889,1184.949077,1212.754774,967.8594767,808.1952871,714.0872923,599.3466913,550.3334715,544.0744741,537.8219862,509.6827948,401.5385525,385.1973218,409.3810619,421.268488,460.9378779,565.0090875,554.0417226,547.4348769
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Machinery and equipment n.e.c.,Units,436.7308426,386.6705999,418.3726365,448.1239663,487.1907032,461.0835557,530.4460307,505.575401,467.6524493,356.2739522,301.18033,313.8267941,233.1665398,228.7733232,220.7809415,186.7997263,154.648635,145.8439523,149.64634,148.292291,162.2593316,162.9117883,161.6266657,165.2669212
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Manufacturing nec; repair and installation of machinery and equipment,Units,354.6142568,339.3524017,335.0118138,368.8587493,398.5085091,414.4654621,488.5069395,474.545291,397.1105851,345.0424685,288.3781068,273.8575033,221.8082241,214.6963387,195.9315959,185.863601,148.9481611,134.5797688,138.3887466,137.4639406,137.6448594,152.9886068,138.0467407,153.5158398
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Mining and quarrying, energy producing products",Units,817.7036848,765.0778277,733.8967713,862.684461,840.1047849,765.6616692,835.6303613,761.316323,785.5536324,574.7703846,393.3873595,432.2748958,384.7379841,259.5047304,394.2510727,338.2898454,264.6808866,266.9438932,277.0812109,312.0256674,357.4121094,375.8397774,364.7468358,333.9671802
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Mining and quarrying, non-energy producing products",Units,925.0450179,1096.389616,1093.887471,1140.843817,1291.045195,1361.249394,1377.24428,1388.637138,1161.676529,854.2258726,589.9252677,474.4659795,458.5952581,424.3434191,344.2699662,237.1400365,247.0507964,254.1835047,247.9949127,323.9373024,373.2030279,382.674445,365.9805531,325.1913004
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Mining support service activities,Units,398.2380529,517.657751,513.5884634,558.7639756,406.4978013,466.8573202,550.8609496,580.088057,414.5561615,346.8504099,286.1936907,242.8873474,195.4776628,228.3423031,181.0056046,153.6805447,127.1929744,120.7851786,140.7634036,152.4880869,171.8333322,209.7608132,233.4109786,236.0061597
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Motor vehicles, trailers and semi-trailers",Units,472.9304688,426.7787342,418.1277517,439.8264597,447.4000423,486.0279641,570.6105412,508.9814951,436.607046,365.0303319,314.6981121,295.2243617,242.8626879,250.1287171,257.6521225,223.6012648,196.6078643,169.0239305,179.8102434,163.7536123,189.6942138,198.1671537,176.193494,190.1083692
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other non-metallic mineral products,Units,1342.432462,1260.200827,1272.724226,1352.428559,1294.198112,1506.270346,1736.066123,1535.058907,1333.663513,1210.735555,1004.015145,916.1476719,868.4707903,811.626805,794.6415121,723.3542511,597.9065024,521.8771117,520.478683,509.9330855,554.9312502,622.0260333,549.9668495,595.9218618
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other service activities,Units,277.2556415,266.1009676,263.9898518,283.1783636,268.1660272,278.1587188,307.9001683,299.4352896,242.9073156,207.6303941,183.6083716,170.4389486,148.0882845,139.0074942,120.5865891,119.8171222,89.1027491,78.6578073,81.3214716,78.23191646,86.46040617,103.561248,94.2011599,60.37281916
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Other transport equipment,Units,436.0264709,390.7645152,370.6468453,426.9664487,411.9139911,407.8027418,531.4574248,485.874584,393.1195583,348.2416412,292.114437,261.5758179,222.9808152,219.9684308,227.5576362,199.6423559,161.873315,141.7877885,171.8683178,175.4586028,161.1494262,195.9171609,186.1735046,203.3695202
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Paper products and printing,Units,490.6699131,522.8572098,543.8724949,607.8651562,609.0360421,647.0799683,685.6172257,602.5550753,535.0936423,474.8696163,442.9691735,431.2298837,378.3764734,376.4303806,345.0332061,330.8343913,268.0217828,254.4961325,280.9539728,278.5888768,335.3069519,364.1621113,354.3599727,351.3019033
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Pharmaceuticals, medicinal chemical and botanical products",Units,703.7376947,615.181211,558.1314521,656.4498989,641.0646911,730.1706212,782.2515656,903.3035711,790.5321675,666.0145345,576.6422421,524.5702882,421.6923682,438.8199867,414.1555162,424.0447217,336.8876576,309.569377,311.3346901,317.6681048,348.4428085,411.0826993,395.4116842,400.8158828
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Postal and courier activities,Units,508.2195438,463.1441124,468.6148299,501.1976343,510.1896935,556.788795,595.0786892,622.0270356,575.4503813,480.8159748,405.1094456,348.0438447,322.7397054,290.5160427,279.4707295,271.1181499,214.5604005,211.300134,210.848691,213.4735757,230.3113472,295.3734701,262.0095492,274.9905724
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Professional, scientific and technical activities",Units,285.7147896,277.8112722,271.5175303,299.0370956,303.1431323,311.284483,338.7695603,352.5908687,289.0421421,232.2541284,197.7146351,173.8097851,150.1329102,150.5501147,127.1460698,128.7683634,92.64907185,82.20909816,92.13664747,86.39058384,94.81052967,109.4796777,100.437789,95.33981819
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Public administration and defence; compulsory social security,Units,389.5420283,308.4521465,359.780415,431.5225239,440.6588256,473.0428468,519.4574766,545.1770416,405.5404367,367.8619371,339.1954393,308.4975106,285.733545,287.9742689,255.183362,246.4596555,195.3242546,170.449207,177.9833469,169.7569105,179.9701847,234.3797913,187.2795575,180.6185587
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Publishing, audiovisual and broadcasting activities",Units,177.7835501,185.5849967,186.7314515,207.6878468,210.0357365,237.2125629,254.4878035,260.5161088,213.8072052,191.1798317,171.6351606,149.3475709,129.8558249,136.0273994,117.5843896,123.4430533,97.34059256,90.7188342,95.69841298,92.90682883,102.1814444,124.4943998,111.6071074,126.4280921
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Real estate activities,Units,148.3119341,123.275116,124.6231376,152.3367629,155.3032925,177.3261801,197.3299144,215.7472662,183.5747738,142.8134843,130.310143,105.2478847,91.92262651,87.93987119,85.63467597,78.82678857,53.43052091,45.50867562,49.05830103,46.18178551,53.77328031,63.11358818,54.84468933,50.39645299
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Rubber and plastics products,Units,534.9074994,500.0377289,503.5490191,580.4390463,626.316589,619.2111513,613.6526629,642.6007877,636.0564985,517.0336502,443.4772635,410.1061401,337.8330788,336.7361068,331.63457,348.0569369,253.7730757,243.264928,261.6928333,247.8919733,271.225948,356.9475051,303.9938413,298.5916515
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Telecommunications,Units,379.0409485,355.6963029,353.9347681,383.6457696,389.7215968,416.9190581,427.9809876,464.2598765,414.2445514,366.936088,312.6617999,262.0395489,225.3823729,213.4504589,183.4237955,203.0855869,151.5855618,139.018141,143.9433908,144.3034016,154.9872075,188.3555999,163.0819868,161.7495654
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Textiles, textile products, leather and footwear",Units,424.4534867,417.0197331,422.1984627,459.3906352,466.359336,517.9641162,546.905526,582.4973394,480.0903038,461.7796333,414.4403087,398.949651,324.7674928,339.0879555,300.0673359,270.5542704,210.7684641,190.9355544,222.7370593,229.8388092,265.976585,318.1989962,280.3120559,301.4743103
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers",Warehousing and support activities for transportation,Units,310.0142031,317.2917111,289.1136315,322.6899344,324.0891925,367.1179851,388.0501856,399.3254066,344.6061542,297.4091541,261.3333991,208.0566996,203.3927005,198.3904029,183.9954269,186.4863542,142.3268893,126.2333087,130.7384401,138.0966968,155.5503459,168.1241207,150.9124505,153.9887953
Australia,AU,AUS,CO2 emissions multipliers,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNM,CO2 Emissions Multipliers,"Environment, Climate Change, Economic Activity, CO2 Emissions Multipliers","Water supply; sewerage, waste management and remediation activities",Units,586.7916006,560.9865087,561.5150597,599.1271339,592.5653916,710.9848005,691.7962088,808.2582861,590.5351412,563.4478854,478.8200987,424.235544,390.3691272,427.8340885,351.2411344,294.4222266,237.812928,206.7072851,203.682347,191.9461756,164.8675426,199.5280824,171.6963978,174.2928025
