Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Industry,Scale,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Paper products and printing,Units,1.853,2.038,2.198,2.221,2.205,2.289,2.284,1.517,1.678,1.768,1.93,1.954,1.882,1.823,1.284,1.243,1.089,0.975,0.937,0.877,0.963,0.947,0.872,0.923
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Pharmaceuticals, medicinal chemical and botanical products",Units,1.36,1.32,1.298,1.388,1.355,1.553,1.614,1.976,2.009,2.063,1.867,1.876,1.422,1.776,1.722,1.994,1.965,2.001,1.876,1.874,1.698,1.577,1.646,1.676
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Postal and courier activities,Units,0.736,0.753,0.815,0.787,0.801,0.893,0.876,0.971,1.112,1.143,1.182,1.123,1.115,1.062,1.032,1.039,1.003,1.136,1.009,0.952,0.957,1.22,1.032,1.206
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Professional, scientific and technical activities",Units,0.457,0.566,0.657,0.623,0.682,0.738,0.893,0.903,0.886,0.888,0.954,1.028,0.937,1.073,0.969,1.054,1.055,1.134,1.219,1.177,1.187,1.207,1.319,1.188
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Public administration and defence; compulsory social security,Units,0.714,0.613,0.704,0.742,0.846,1.003,1.128,1.215,1.206,1.281,1.376,1.466,1.43,1.424,1.386,1.482,1.5,1.467,1.479,1.463,1.516,1.745,1.461,1.388
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Publishing, audiovisual and broadcasting activities",Units,0.117,0.12,0.129,0.126,0.131,0.167,0.154,0.171,0.17,0.179,0.174,0.186,0.186,0.208,0.186,0.194,0.196,0.225,0.199,0.205,0.199,0.188,0.187,0.227
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Real estate activities,Units,0.475,0.465,0.468,0.472,0.483,0.537,0.529,0.578,0.583,0.574,0.596,0.609,0.613,0.647,0.674,0.669,0.687,0.708,0.768,0.816,0.848,0.859,0.861,0.852
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Rubber and plastics products,Units,0.246,0.294,0.322,0.311,0.338,0.373,0.435,0.434,0.488,0.381,0.44,0.533,0.53,0.519,0.516,0.583,0.446,0.395,0.471,0.399,0.354,0.631,0.65,0.694
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Telecommunications,Units,1.458,1.413,1.528,1.532,1.493,1.637,1.466,1.66,1.722,1.775,1.634,1.437,1.218,1.147,1.21,1.365,1.455,1.612,1.548,1.659,1.592,1.642,1.708,1.445
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Textiles, textile products, leather and footwear",Units,0.565,0.537,0.552,0.523,0.497,0.483,0.492,0.469,0.464,0.448,0.493,0.489,0.485,0.459,0.414,0.377,0.374,0.374,0.379,0.379,0.372,0.378,0.382,0.412
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Warehousing and support activities for transportation,Units,0.41,0.469,0.441,0.438,0.442,0.518,0.512,0.532,0.489,0.506,0.5,0.479,0.486,0.488,0.458,0.552,0.584,0.491,0.579,0.627,0.566,0.608,0.595,0.786
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions","Water supply; sewerage, waste management and remediation activities",Units,0.211,0.218,0.258,0.241,0.231,0.314,0.329,0.37,0.356,0.359,0.363,0.386,0.385,0.392,0.367,0.364,0.407,0.438,0.395,0.408,0.576,0.668,0.624,0.753
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Water transport,Units,5.327,5.524,6.341,5.314,6.355,6.738,6.305,4.892,6.575,6.664,7.355,9.168,10.006,9.16,12.034,10.937,9.804,10.558,10.275,9.252,9.381,10.434,10.046,9.684
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wholesale and retail trade; repair of motor vehicles,Units,2.015,2.11,2.304,2.365,2.407,2.699,2.51,2.691,2.408,3.068,2.716,2.581,2.508,2.513,2.598,2.79,2.911,2.822,2.958,2.689,2.824,2.741,2.92,3.267
Australia,AU,AUS,CO2 emissions,Millions of Metric tons of CO2,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNC,CO2 Emissions,"Environment, Climate Change, Economic Activity, CO2 Emissions",Wood and products of wood and cork,Units,0.47,0.438,0.455,0.423,0.352,0.337,0.318,0.308,0.263,0.254,0.265,0.276,0.267,0.289,0.473,0.516,0.329,0.3,0.274,0.261,0.25,0.247,0.266,0.249
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Accomodation and food services,Units,13.4285309,11.97440585,11.80388322,12.37235563,12.68348779,12.29171788,12.98175513,13.6634716,11.13371593,8.98408021,7.83966106,7.623281723,6.290515618,5.557535011,5.700947855,5.590070902,4.690356598,4.350795333,4.655549375,4.726976142,5.452293184,6.058523095,5.909283454,6.069146203
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Units,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Administrative and support services,Units,19.92258934,20.08451493,18.89571463,19.60102696,18.49077706,19.55625089,19.66866819,18.83505759,15.16377191,11.76159102,10.44209943,9.903990714,8.354076448,7.746415339,7.599381568,7.16928372,6.128305587,5.740820208,5.872946936,6.083968894,6.454134532,6.84764527,6.515509819,7.057329241
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Agriculture, hunting, forestry",Units,184.8812161,170.9812394,175.6081351,194.2903341,202.4946075,196.3409951,189.8217924,267.4731667,247.3615725,215.4618282,197.7900823,202.6978632,162.9338426,150.576246,156.4591825,141.3076771,114.657694,108.6864807,115.2965751,112.4715435,131.6785425,140.4623037,152.7585974,164.5362719
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Air transport,Units,1465.236837,1466.459026,1465.322856,1572.24552,1522.682688,1521.253826,1941.774125,1653.407898,1271.32583,1026.488348,955.7547072,1019.385905,969.5651087,989.4165831,999.7529838,984.8016941,846.8940592,801.7705557,848.1447873,860.2550409,978.7611894,1132.471408,1068.211197,1011.178293
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Arts, entertainment and recreation",Units,22.45028865,21.16780113,22.6512514,23.09392847,21.81321523,23.42710665,21.49357177,21.37971288,15.70983656,13.66679725,11.41397922,10.6486175,8.628875081,7.968859239,7.701118747,7.519108908,6.834866256,6.410039475,6.672174481,6.846963499,7.511692112,7.960504389,6.908201251,6.072423774
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Basic metals,Units,1455.899069,1434.290405,1393.726549,1491.129216,1572.090491,1501.025114,1413.793854,1104.789426,1335.025114,1102.0686,827.3217671,622.2536274,566.3017315,493.6018868,504.4871532,464.9797441,447.3375167,439.8416151,472.5235163,540.4260028,514.429141,554.1577591,521.0439977,495.8454384
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Chemicals and pharmaceutical products,Units,428.8891978,387.2312836,388.8764687,444.2084301,440.4554588,463.670641,522.2963003,610.2354228,511.858199,407.8254059,365.3728205,351.7726009,280.5244315,270.7493461,235.9640921,263.5354673,210.8185244,186.5145261,182.1060966,178.4004343,202.0051195,202.1364308,191.7118674,180.4195916
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Coke and refined petroleum products,Units,1416.79789,1240.834935,1113.921102,1571.561627,1045.748123,812.2622511,1025.621522,1040.340754,1280.60741,893.9109082,713.9217855,588.9802951,476.5055619,494.3293513,500.3928073,504.5759444,492.1029595,500.6745399,560.4507178,723.2253064,910.3998787,940.9995751,820.1961935,886.8153285
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Computer, electronic and optical products",Units,26.11484856,22.55369317,23.07288936,25.01869213,32.04725399,30.97635075,31.56452862,20.05328444,17.67254945,15.3660624,13.4703652,12.58252427,11.83449681,10.42424242,14.44023271,10.84197165,8.512087164,7.311968937,6.523454093,6.370441153,6.226326986,6.274225482,5.648729708,4.151505531
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Construction,Units,113.7984407,107.4098357,111.1270286,111.306304,107.787879,135.3731152,146.5563734,118.7311602,89.02729828,70.61161349,62.97709924,58.12479342,49.3447016,42.19383193,43.09002057,40.92531068,31.02863806,30.15765853,29.60933489,30.08302176,28.56176679,27.36167146,28.33200783,26.15317376
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Education,Units,12.24193991,10.86469683,10.92123062,11.33753273,12.22457438,11.72385256,12.83317714,12.81206825,10.99206717,9.066811736,7.731958763,7.252080174,6.279838837,5.727118873,5.601033405,5.154736301,4.452121881,4.165325932,4.225774275,4.441373376,4.733249851,5.220308361,4.768482155,4.772939943
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Electrical equipment,Units,25.57225722,22.52569337,23.62023275,24.95892835,33.48291336,33.04973822,33.36931985,20.45762125,17.02218203,14.95854347,13.33747465,11.94641181,11.69288969,10.14184883,14.0676541,10.87384761,8.652822151,7.791355696,7.618235007,7.076464063,7.068348791,7.267271491,6.47870962,5.136986301
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Electricity, gas, steam and air conditioning supply",Units,10240.32395,9947.492798,9302.599739,10977.42649,11638.01875,11382.90132,12527.64094,12872.41992,10130.67385,8805.936063,7898.931179,7684.829655,6808.139917,5945.420109,5719.688309,4827.702162,3441.818549,2848.004583,2701.013249,2880.775064,3423.262452,3553.820302,3250.895315,3145.452054
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fabricated metal products,Units,83.90004655,75.80321285,65.57671577,76.08731403,92.4997465,94.55442768,93.91001427,74.53561961,59.74530057,46.04893804,40.69682822,37.64281038,34.19204381,29.69620937,36.42825015,31.3513007,24.81093848,22.03477128,22.70221855,20.18291487,21.68831053,22.67884025,24.03038324,19.59192319
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Financial and insurance activities,Units,9.934032991,9.33466599,9.115040433,9.588027472,10.05946037,10.04950805,10.56717791,11.0542415,9.281554551,8.338926006,7.92818222,8.924637542,7.560214414,7.570680551,7.761671207,7.809925681,6.191749976,5.581067155,6.977059271,6.92793024,8.218121387,9.030966545,9.361504075,8.422139578
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Fishing and aquaculture,Units,35.68716781,43.61746555,52.48519648,41.21283485,40.94394402,38.89388489,27.53352873,61.12889994,62.81194484,132.3876191,128.356806,132.3108779,110.3029885,129.8999007,139.4732483,132.8209586,94.86629449,71.12181317,84.4842173,103.4141155,105.6003797,110.1525381,132.0401686,150.3971756
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities","Food products, beverages and tobacco",Units,103.9913157,97.47371706,92.55711127,97.10065646,97.91365901,94.9861328,100.2832471,63.1482829,85.47640162,66.7801139,68.00502352,63.65734678,52.05503462,48.15128843,49.14564877,46.05724999,42.43512132,37.24910498,37.84742257,37.95820826,42.78712594,46.75954741,41.77827323,40.54857742
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Human health and social work activities,Units,20.50877085,19.39421795,21.57844145,20.91846324,19.29921642,22.82268382,23.66233843,24.41309396,18.97073663,15.75053407,13.41704922,12.22874457,9.679526542,9.266237244,8.803994116,7.897927628,6.168868438,5.91749282,6.190842955,6.140254605,6.598154048,6.896694855,5.879904452,5.950031263
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",IT and other information services,Units,8.746318186,8.209349662,7.640898162,8.063768653,8.16311885,7.900470702,8.484509211,8.468536452,7.299270073,5.912752784,5.113420537,4.771036566,4.273438462,3.81299455,3.844234114,3.544260942,3.073532702,2.855113816,2.889429906,3.148532486,3.5130021,3.848533316,3.756602228,3.68984513
Australia,AU,AUS,CO2 emissions intensities,Metric Tons of CO2 Emissions per $1million USD of output,"OECD (2021), OECD Inter-Country Input-Output Database, https://oe.cd/icio; OECD (2021), Trade in embodied CO₂ (TeCO2) Database, https://www.oecd.org/sti/ind/carbondioxideemissionsembodiedininternationaltrade.htm; Organisation for Economic Co-operation and Development (OECD). 2021. Input-Output Tables (IOTs) (https://oe.cd/i-o).",ECNI,CO2 Emissions Intensities,"Environment, Climate Change, Economic Activity, CO2 Emissions Intensities",Land transport and transport via pipelines,Units,574.4976437,530.447573,579.8285365,657.0592251,673.5589252,765.0383692,736.7408126,739.8294817,571.0692282,475.2050639,425.6039738,371.8088005,342.096337,342.9357984,333.737396,314.758896,255.2426474,246.5515164,262.2509141,273.6224481,303.9738655,366.7870905,372.777759,371.6229538
